カード名,商品コード,レアリティ,還元pt,カード画像URL,ローカル画像パス
ラウドボーンex PSA10,PK-1508,その他,5580.0,https://drive.google.com/file/d/1ANDrW3qcsDt8rlCBHui46XSBBdCdWrzu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_11476.webp
ピカチュウ(ギフト) PSA10,PK-1509,その他,5580.0,https://drive.google.com/file/d/1vkzVZ21cYrRAvIxlqOxejFwpStKJd-ID/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15094.jpg
カメール PSA10,PK-1510,その他,5580.0,https://drive.google.com/file/d/10U5ju0UKvXsM5gqOI3OvnAb82pxRRH2S/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カメール_1.jpg
フシギソウ(Classicキラ) PSA10,PK-1511,その他,5580.0,https://drive.google.com/file/d/1E4y5YpBrEi6VOpxDZ6B71LJVLGJ8YuNp/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00267.webp
カメール(classicキラ) PSA10,PK-1512,その他,5580.0,https://drive.google.com/file/d/1BszP4hBQBsIePyddNWK_FZ9eLOzEaNdJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15124.jpg
グラードンEX PSA10,PK-1513,その他,5580.0,https://drive.google.com/file/d/16T-Qt6voPW0LB5s8I63OiyiydsRYBD_L/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01513.webp
ピカチュウ(25th) PSA10,PK-1514,その他,5580.0,https://drive.google.com/file/d/1lEqamhD5FX79W7CiboWpa84Og1bWqeio/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_09046.webp
イーユイex PSA10,PK-1515,その他,5580.0,https://drive.google.com/file/d/1jWN3Az_Wk7_AmPDYzYlfE3JyjZv8Z8UQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15151.jpg
フシギバナVMAX PSA10,PK-1516,その他,5580.0,https://drive.google.com/file/d/1iiIWsmgty-z46XWzFjqmLsX-dlBP-XTG/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01516.webp
イーブイ PSA10,PK-1517,プロモカード,5580.0,https://drive.google.com/file/d/1BcTb209YdLmMdkRjQU16B5UTtcOYoklz/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イーブイ_10.jpg
カメックスV PSA10,PK-1518,その他,5580.0,https://drive.google.com/file/d/1BbSXFubqxy2UYs9JX61T7hSU3fGivtl0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カメックス_10.jpg
エルレイドEX PSA10,PK-1519,プロモカード,5580.0,,/Users/kotarokashiwai/pokeca/images/card_01519.webp
プクリン PSA10,PK-1520,その他,5580.0,https://drive.google.com/file/d/17zgJJNAUEgo8rQmepUlhy1WUaCnLgt4Y/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/プクリン_10.jpg
エースバーンVMAX PSA10,PK-1521,プロモカード,5580.0,https://drive.google.com/file/d/1UIjZ_85Xe_5-qG-911-WfPFdH-d8wziZ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15211.jpg
リザードンex PSA10,PK-1522,RR,5580.0,https://drive.google.com/file/d/1GfHBX9xEwEE5KTj-wV-v-zt8mAplXOsv/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01591.webp
リザードンVSTAR PSA10,PK-1523,RRR,5580.0,https://drive.google.com/file/d/1zEGfBW4tRl7mwygCFhNTOyHQlnqCJGe0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_52501.webp
アクロマの実験 PSA10,PK-1524,その他,5580.0,https://drive.google.com/file/d/1j1uaiCE8oFFCKrqDNtEPrfcMY1vPoC6c/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15244.jpg
こくばバドレックスVMAX PSA10,PK-1525,その他,5580.0,https://drive.google.com/file/d/1Cp_RrIQqeK-Na94Nb7IOS3wnorFr7yex/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01525.webp
コライドンex,PK-1526,SAR,5500.0,https://drive.google.com/file/d/1uaOe138SzK9b56Z0XUZoEojSA3foEnNH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コライドン.webp
ザシアンV,PK-1527,UR,5500.0,https://drive.google.com/file/d/1j6E-37soAhJjVYlVCQSbdrDL_UW_s3G0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ザシアン.jpg
カイ,PK-1528,HR,5480.0,https://drive.google.com/file/d/1zjBnbdEhGqvoM5CeslvIKMjIVfyil_YF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カイ土ニかツ.jpg
ポケモン通信,PK-1529,UR,5480.0,https://drive.google.com/file/d/1yLoxNvULcK1fngInXg911fwj-xZGw8eB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ポケモン通信.jpg
フウロ,PK-1530,SR,5480.0,https://drive.google.com/file/d/1GaYJbYJvPLZP4scm8VYNTCyGujKzPn_K/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00288.webp
エーテル財団職員,PK-1531,SR,5480.0,https://drive.google.com/file/d/1WL4twvMloXUcTR0w5MjTsCwqOw6zUJ6P/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/エーテル財職豊.jpg
グリーンの戦略,PK-1532,SR,5480.0,https://drive.google.com/file/d/1K1i_-F7WhWCe7NX-bbaSZL-3zoow3aNP/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グリーンの戦略.jpg
ブラッキーV,PK-1533,CSR,5480.0,https://drive.google.com/file/d/1U0V7zyQY9jrW5h6YQzfJDQuC9rDQGe6V/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブラッキー.webp
ブラッキーV,PK-1534,SR,5480.0,https://drive.google.com/file/d/1gSv_5iVoj0wrn49G6txh9_xacvtzXxR5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブラッキー.webp
レベルボール,PK-1535,UR,5480.0,https://drive.google.com/file/d/1ubby-MW4j7U7MCOEI9rCHEJl5KbvYm9x/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/レベルボール.jpg
ダークライVSTAR PSA10,PK-1536,その他,5480.0,https://drive.google.com/file/d/1czCIFOWpecpdvepgj1tnO77dkbwHh0BE/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15364.jpg
グルーシャ PSA10,PK-1537,その他,5480.0,https://drive.google.com/file/d/1FJKG08yL-Ihy-Vmb3FNYrAX62zK91QvK/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グルーシャ_1.jpg
クエスパトラ PSA10,PK-1538,その他,5480.0,,/Users/kotarokashiwai/pokeca/renamed_sample/クエスパトラ_1.jpg
ガラルサンダーV PSA10,PK-1539,その他,5480.0,https://drive.google.com/file/d/1iI1Y_XxnCs2sG9qxjYTXqpQ6X51OrqdZ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15397.jpg
迅雷スパーク 3パック,PK-1540,その他,5480.0,https://drive.google.com/file/d/1p50jzqrEr5LzW4pFuOxhf6iYYeIuSstu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01540.webp
ジェットエネルギー,PK-1541,UR,5480.0,https://drive.google.com/file/d/1ECgpGKPvizS_jXzJ_BMLJDPnLAY_bPdr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジェットエネルギー.jpg
ダークオーダー5パック,PK-1542,その他,5380.0,https://drive.google.com/file/d/1JhOvQ-Y1rqeutILYk2V8w3iW5D0haBsx/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15421.jpg
VMAXクライマックス 2パック,PK-1543,その他,5360.0,https://drive.google.com/file/d/1pfOpoVNImmis9wdV59zzRs8wAEyDtcIf/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01543.webp
ジャローダV,PK-1544,CSR,5280.0,https://drive.google.com/file/d/1XD5w4YNgZn4A1Nhn77Nq1IH103XPYMx8/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジャローダ.jpg
グルーシャ,PK-1545,SAR,5280.0,https://drive.google.com/file/d/10qiM6NfbzCWm448trbrxxuJxKFOEKKKw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グルーシャ.jpg
ガブリアスex,PK-1546,SAR,5280.0,https://drive.google.com/file/d/1gtD1QUMvmQQZ1eQx_KZ6bZN5UoOcd0eW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ガブリアス.jpg
カビゴン(マスターボールミラー),PK-1547,その他,5280.0,https://drive.google.com/file/d/1koDL_VUMHtOkmh1g8_LWMu2DcW68HWeS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_53890.webp
ラプラス(マスターボールミラー),PK-1548,その他,5280.0,https://drive.google.com/file/d/1BlcMvEOFwa63suwSxXNs2RrzGjd3L6RR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15481.jpg
ハクリュー(マスターボールミラー),PK-1549,その他,5280.0,https://drive.google.com/file/d/1JkpdMicURa8PEjYyZzmryJfkl5DXz_D5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01549.webp
大地の器,PK-1550,UR,5280.0,https://drive.google.com/file/d/1W1zayATmp8kYq5v2KXQXxu7gjitbu0XM/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_00908.webp
イーブイex,PK-1551,SAR,5280.0,https://drive.google.com/file/d/1eszLgoUSG5DR0PN7bS-PzkxvXgYRvGyo/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イーブイ.jpg
ナンジャモのハラバリーex,PK-1552,UR,5280.0,https://drive.google.com/file/d/1x5llp1v8zfu4J-ipzl06pX4duYoYzrB3/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02230.webp
ボーマンダex,PK-1553,SAR,5280.0,,/Users/kotarokashiwai/pokeca/renamed_sample/ボーマンダ.jpg
ウツギ博士のレクチャー,PK-1554,SR,5100.0,https://drive.google.com/file/d/1MRseBcxAdKoTPAS2sqYjHFiRtB76Xp55/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ウツギ博士のレクチャー.jpg
パオジアンex,PK-1555,SAR,5080.0,https://drive.google.com/file/d/1zmbc0Cb9-mmGfwW-s5YY4d5NgRYnri1k/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/パオジアン.jpg
VSTARユニバース 5パック,PK-1556,その他,5080.0,https://drive.google.com/file/d/1SA4TjPOONL5Kv-s8gMNDggcEfA_RdiSD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02935.webp
ムゲンゾーン 5パック,PK-1557,その他,5080.0,https://drive.google.com/file/d/1uzEXhqhP8HHdwHdA4itsU4A6prp7mbHp/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15571.jpg
ハマナのバックアップ PSA10,PK-1558,その他,5080.0,https://drive.google.com/file/d/11qfM22BDIYi2v5F8pp6A_cWG3AV309ZO/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハマナのバックアップ_1.jpg
バシャーモV PSA10,PK-1559,その他,5080.0,https://drive.google.com/file/d/13ScHIaKEk4QLp8iSi6trij25IsTwtUMs/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バシャーモ_1.webp
ピカチュウVMAX(コロコロ) PSA10,PK-1560,その他,5080.0,https://drive.google.com/file/d/1WcEq7P4kNJH4xX3rbj-8qf6EnoFHC4k4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15601.jpg
ピカチュウ PSA10,PK-1561,その他,5080.0,https://drive.google.com/file/d/1S5JhsM0MtDABoXo2aMybmvpYas6U4x2W/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピカチュウ_10.jpg
モココ PSA10,PK-1562,CHR,5080.0,,/Users/kotarokashiwai/pokeca/renamed_sample/モココ_1.jpg
ヨワシ PSA10,PK-1563,その他,5080.0,https://drive.google.com/file/d/1JhXlD46gZ8TiX-k3uRxB4k6cd8gi78L3/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヨワシ_1.jpg
ハピナスV PSA10,PK-1564,CSR,5080.0,https://drive.google.com/file/d/1IdfuJ-eXVlJidVK4_Tyo9ucftlSD1sUY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハピナス_10.jpg
ピカチュウAR PSA10,PK-1565,その他,5080.0,https://drive.google.com/file/d/1DTVKEx-jEqX05kI3e8zOC03XdvSa5K40/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_08968.webp
ブースター NAGABA PSA10,PK-1566,プロモカード,5080.0,https://drive.google.com/file/d/1D_ZDeBGf9QofYlDtD6YChpExAtDF71Lh/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15661.jpg
ネオラントV PSA10,PK-1567,その他,5080.0,https://drive.google.com/file/d/16kIJXdBnJ6hooYNXkxaa83V4ToaOhper/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ネオラント_1.jpg
なみのりピカチュウVMAX(25th) PSA10,PK-1568,プロモカード,5080.0,https://drive.google.com/file/d/1p-zUvoCxlfqhIG0TU4OLhpxK47upMGAF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_52628.webp
リザードン PSA10,PK-1569,その他,5080.0,https://drive.google.com/file/d/1oIutMeBxtBz-_sPo7ZZ-XURNx-cY-Gu_/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リザードン_10.jpg
ルナアーラ(25thミラー) PSA10,PK-1570,その他,5080.0,https://drive.google.com/file/d/1x9E7Bp1DaZf8h3wVO_OYll9bncC7o-4t/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01570.webp
ゼラオラVSTAR PSA10,PK-1571,SAR,5080.0,https://drive.google.com/file/d/1qjYnSGfCPd-Yeojtmp2mTqUqGYwK89_C/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_05209.webp
ゼラオラVMAX PSA10,PK-1572,SAR,5080.0,https://drive.google.com/file/d/1UPfB_RTwd05hO2WryLmkPKfTlLeClh7P/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15722.jpg
グレンアルマ PSA10,PK-1573,AR,5080.0,https://drive.google.com/file/d/12VBDTQBbtjDQGQbonUdzWmtIbTCLchT7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グレンアルマ_1.jpg
ピカチュウV 25th PSA10,PK-1574,その他,5080.0,https://drive.google.com/file/d/1IkAyNmtuqQlKF-FnILrrFbOey-H4_QKk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_07371.webp
メリッサ PSA10,PK-1575,その他,5080.0,https://drive.google.com/file/d/1XL9KpnTpl71PqHDMoXsAiENDwxRBX4-i/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15753.jpg
いたずら好きのピチュー PSA10,PK-1576,その他,5080.0,https://drive.google.com/file/d/1e93MHaJcQZRYhFn4k5CthktM1FDcQ4lO/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/いたずら好きのピチュー.jpg
ダンサー PSA10,PK-1577,その他,5080.0,https://drive.google.com/file/d/1dDX5RrAVNIN-gFfb35V756OXyNMaxauB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02173.webp
リーフィアVMAX PSA10,PK-1578,その他,5080.0,https://drive.google.com/file/d/1R6anKZPMdekWSDmhfQcpuAI9DJokw02e/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15780.jpg
フシギダネ PSA10,PK-1579,その他,5080.0,https://drive.google.com/file/d/1yzjeO2IQx9SXgeFJ7Qr-AT_RbTlGTiYQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フシギダネ_10.jpg
リザードン(P) PSA10,PK-1580,その他,5080.0,,/Users/kotarokashiwai/pokeca/renamed_sample/リザードン_10.jpg
ロケット団参上！(25th) PSA10,PK-1581,その他,5080.0,https://drive.google.com/file/d/1k8D66D8J1wqNipvL2C5tzyjX1zpvjbgQ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロケット団参上_1.jpg
MレックウザEX PSA10,PK-1582,その他,5080.0,https://drive.google.com/file/d/1pGbOmzSqFC2OeJNJMRZOPdlC4BP-byLy/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01582.webp
かがやくリザードン PSA10,PK-1583,その他,5080.0,https://drive.google.com/file/d/1M3dlgOnaaNku_brsvVwS9LTq_tyrEm-n/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/かがやくリザードン_1.jpg
カビゴン PSA10,PK-1584,CHR,5080.0,https://drive.google.com/file/d/1S1JTOfClwleBFYRufWBoGaWZTQs_Kl3y/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カビゴン_10.jpg
ベラカス PSA10,PK-1585,AR,5080.0,https://drive.google.com/file/d/1X2GRCpswj6j-2tqxp3nUX6Q2IOZAQ1s1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ベラカス_1.webp
レントラーGL LvX(25th) PSA10,PK-1586,プロモカード,5080.0,https://drive.google.com/file/d/1nVRaJF02TuzCn1Wzuo3pvEUBGPwTjRjz/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_63460.webp
フシギダネ(Classicキラ) PSA10,PK-1587,その他,5080.0,https://drive.google.com/file/d/1QSeZ2loH1UJllK-W_HlKf5jKig84J75b/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15876.jpg
ゼニガメ(classicキラ) PSA10,PK-1588,その他,5080.0,https://drive.google.com/file/d/1YcQ2_FZHmr-B0oW2lk61GdjzcO7TsGm-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01588.webp
かがやくフシギバナ PSA10,PK-1589,K,5080.0,https://drive.google.com/file/d/1IbBJ-0aUsvWmheu11dldHhOv9EDnlOhd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/かがやくフシギバナ.jpg
カメックスVMAX PSA10,PK-1590,その他,5080.0,https://drive.google.com/file/d/1FUlwsTu2ain2dsNUkFN7UxhuQ0ihf4WP/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15903.jpg
リザードンex PSA10,PK-1591,RR,5080.0,https://drive.google.com/file/d/1Z0Rm5cOCptdFLBM8E_6y4L5XM00dmm8P/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01591.webp
コイキング&ホエルオーGX PSA10,PK-1592,RR,5080.0,https://drive.google.com/file/d/1xuOz8OrfYGz2HlnhzPFJRyFi9amRZYsC/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_06999.webp
かがやくヒスイオオニューラ PSA10,PK-1593,K,5080.0,https://drive.google.com/file/d/1IFrye_LioFHmlAplL5pDcI0M30CQHHOJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/かがやくヒスイオオニュラ.jpg
ブラッキー&ダークライGX PSA10,PK-1594,その他,5080.0,https://drive.google.com/file/d/1CqxhNhOjQfJRapXTlAB8JAo93OpUwVU1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01594.webp
ダンデ(R仕様) PSA10,PK-1595,その他,5080.0,https://drive.google.com/file/d/1JLxGnkFLF8P2HAy1OfA8gBVVMvqxX9Jp/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_13332.webp
ビリリダマ(クラシック） PSA10,PK-1596,その他,5080.0,https://drive.google.com/file/d/1F4iyIQEOrIOzY8xJ7GAaYxPM1s7ZJ4wB/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15960.jpg
マルマイン(クラシック) PSA10,PK-1597,その他,5080.0,,/Users/kotarokashiwai/pokeca/images/card_01597.webp
サンドパン(クラシック) PSA10,PK-1598,その他,5080.0,https://drive.google.com/file/d/1CWiu70YmuXKAlILIWHEiJTqnHZR6dWzu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02523.webp
スターミー(クラシック) PSA10,PK-1599,その他,5080.0,https://drive.google.com/file/d/1-ePCw5ewNXfIEQGmhtyEfLsZdzc7gqXD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_15996.jpg
フリーザー(クラシック) PSA10,PK-1600,その他,5080.0,https://drive.google.com/file/d/1FdqJqL5YyF6EfhMeceAKOYVpJcGb9e4W/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01600.webp
バリヤード(クラシック) PSA10,PK-1601,その他,5080.0,https://drive.google.com/file/d/1IaBVhopHjQgNz-0C-o_bVsG-XEJ4zU9o/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_52297.webp
シードラ(マスターボールミラー) PSA10,PK-1602,ミラー,5080.0,https://drive.google.com/file/d/18mRQSRs1PFYO6PHNTG78jbdFG_R9ZgnR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_16020.jpg
ゲンガーex,PK-1603,SR,5080.0,https://drive.google.com/file/d/1cCZcjiny__JgP170lH1LU3ELUspz6TZ0/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゲンガー.jpg
アーゴヨン&アクジキングGX PSA10,PK-1604,SR,5080.0,https://drive.google.com/file/d/1CVdpIUAkbjrtoE7C6LZ1RXh2bO2KQnFO/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_10660.webp
ジージーエンド 5パック,PK-1605,その他,5080.0,https://drive.google.com/file/d/1c_GELfTPUw9tqw6fDJxx2pXsXDuFqok6/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_16059.jpg
PK-1606,取得不可,,,,/Users/kotarokashiwai/pokeca/images/card_53652.webp
シャイニースターV 3パック,PK-1607,その他,5040.0,https://drive.google.com/file/d/1YR6t54U8uHP7_X0REiRDTk1ZQtsa-Ads/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_61373.webp
こくばバドレックスV(SA),PK-1608,SR,5000.0,https://drive.google.com/file/d/1Z13EV5A1ngSu7dTJajr86Kj3CEi_xZlG/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/こくばバドレックスル.jpg
ルミタン,PK-1609,SR,5000.0,https://drive.google.com/file/d/1m8bnTxr12CcTPnC2fX-cKzletmCNtLWd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01609.webp
ニンフィアVMAX,PK-1610,CSR,5000.0,https://drive.google.com/file/d/16-18xdlhNpOGorOOZ7lRC2XigiA1YhNH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ニンフィア.jpg
グレイシアVMAX,PK-1611,HR,5000.0,https://drive.google.com/file/d/1ngW5kdhNJAJUaKheTEAba43aouuusn0u/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/グレイシア.webp
ピカチュウV（s4）,PK-1612,SR,5000.0,https://drive.google.com/file/d/1gQKr8YQK8fGXzO6h28AcvtMDKz3gEnN3/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ピカチュウ_4.webp
イーブイ,PK-1613,S,5000.0,https://drive.google.com/file/d/1SfYwLkmKyD0sBikPUXyj2OWHzRkgS9CP/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イーブイ.jpg
すごいつりざお,PK-1614,UR,5000.0,https://drive.google.com/file/d/1jwrH-3w3fwbfWqLEgI8uRasyq9Cys6hO/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/すごいつりざお.jpg
オンバーンV,PK-1615,SR,5000.0,https://drive.google.com/file/d/1o-wMUVeuha3ERTkw1NEVf6b8GSqQojjW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オンバーン.jpg
ガラルギャロップV,PK-1616,SR,5000.0,https://drive.google.com/file/d/1DW_g7YBxAoWUpxV3i9dh4_Pcg55IWaiV/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ガラルギャロップ.jpg
いちげきウーラオスV,PK-1617,SR,5000.0,https://drive.google.com/file/d/1TqBDFYlKzXcOKqfIo7Pd6acvZkMWod3j/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/いちげきウーラオス.jpg
なにかのPSA10,PK-1618,その他,5000.0,https://drive.google.com/file/d/1CV2GI51zZxS9s3aJI-qrozmRGleeO_Fb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/なにかの化石_1.jpg
ひかるコイキング(25th),PK-1619,プロモカード,5000.0,https://drive.google.com/file/d/1jG2afN2ZhTi8oSGBiHpTa9i3um7b3yd_/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ひかるコイキング.jpg
マツバの確信,PK-1620,SAR,5000.0,https://drive.google.com/file/d/1xaE42Q-MfLSZwfGO1h_dUfeKQ-aXdysu/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マツバの確信.webp
サナ,PK-1621,HR,5000.0,https://drive.google.com/file/d/1_NBq1lWT3EpEqnsPgVQBqZiV0wUdvxym/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01621.webp
ダークファンタズマ 10パック,PK-1622,その他,5000.0,https://drive.google.com/file/d/1poeb4-24jp-TDNgtIA4yBfMg24pDiuGH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01972.webp
夜のタンカ,PK-1623,UR,5000.0,https://drive.google.com/file/d/17dSkbOnr3XLEFIYKrwsX0ivi1Yz7O0DH/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/夜のタンカ.jpg
